season,final_week,sample_id,Evanna Lynch,Milo Manheim,Bobby Bones,Alexis Ren
27,9,0,0.09667717958667722,0.3640723466045863,0.5128841528372423,0.02636632097149417
27,9,1,0.1619518246982727,0.2289362660773327,0.5631434345298808,0.0459684746945138
27,9,2,0.13222582496532342,0.39594777781116236,0.45071072561339476,0.021115671610119374
27,9,3,0.1971339537826569,0.21176751758998258,0.48415976114076703,0.1069387674865935
27,9,4,0.0034661970222665717,0.12324418242521482,0.863757940880752,0.009531679671766704
27,9,5,0.09352756097100762,0.1222462403952332,0.7611483636909558,0.02307783494280332
27,9,6,0.09782952511015902,0.38292800230779445,0.41213403160635326,0.10710844097569329
27,9,7,0.019029600337306232,0.27104927445568794,0.7058768689170172,0.004044256289988553
27,9,8,0.06676025154851412,0.38675657166376964,0.5257692538852349,0.02071392290248137
27,9,9,0.0592774951654414,0.32525232558131656,0.5882697423941485,0.02720043685909351
27,9,10,0.1877824505860767,0.30376012720994366,0.4348777026406037,0.07357971956337593
27,9,11,0.09759259852653841,0.12933771377689976,0.6860851358576112,0.0869845518389507
27,9,12,0.10077313977986488,0.11905000973668091,0.6902902836368221,0.08988656684663203
27,9,13,0.2190535822072577,0.2280621980756239,0.4146692960832064,0.13821492363391205
27,9,14,0.08358579412279382,0.4000329197090912,0.4764653441113777,0.03991594205673739
27,9,15,0.2348489953145253,0.29405647780317407,0.37411739073000544,0.09697713615229517
27,9,16,0.1319336992544178,0.29815726664126146,0.5424533064240845,0.027455727680236214
27,9,17,0.19968561460204998,0.20417616763636875,0.5541302335416749,0.04200798421990628
27,9,18,0.007546961097478975,0.07955284537878907,0.9030964135557954,0.009803779967936658
27,9,19,0.15331287443853892,0.3375293680038326,0.4403375044210402,0.06882025313658824
27,9,20,0.1045514078638844,0.2851975329330466,0.5266923893434596,0.08355866985960939
27,9,21,0.11028505044198367,0.1909493955515914,0.6174311471186475,0.08133440688777743
27,9,22,0.18757254623792052,0.2849608053192056,0.3894207712811564,0.1380458771617174
27,9,23,0.10402089618773094,0.3123569865416211,0.46845871206756445,0.11516340520308362
27,9,24,0.20279291426648485,0.2598439140934302,0.3557909698582996,0.18157220178178513
27,9,25,0.01281880725780895,0.15272540739212992,0.8205131764103752,0.01394260893968579
27,9,26,0.08130295668779798,0.22529509751778695,0.657479792715881,0.03592215307853405
27,9,27,0.10349806145146043,0.37514337453658836,0.49139870155588883,0.02995986245606239
27,9,28,0.23341997984605056,0.354253881566437,0.39413450972112557,0.01819162886638686
27,9,29,0.12261775677675905,0.21454436362139692,0.6182475536208624,0.044590325980981615
27,9,30,0.09375841566006535,0.3980469961863474,0.4743560417306472,0.03383854642294003
27,9,31,0.09346515800196718,0.18030584571750877,0.6433961193881919,0.08283287689233207
27,9,32,0.06644661345418675,0.14151858881542886,0.7146720161685344,0.07736278156184996
27,9,33,0.12201799979657159,0.18365583868267898,0.5726427945518947,0.12168336696885486
27,9,34,0.1740099404876453,0.2227598919322868,0.5501223649795367,0.053107802600531266
27,9,35,0.18727849093796528,0.31859641382309095,0.3524391037645616,0.14168599147438218
27,9,36,0.0743168142739206,0.31195827656508057,0.5465820467408679,0.06714286242013087
27,9,37,0.04588391492870049,0.05651804840526175,0.8591822970111233,0.03841573965491441
27,9,38,0.050997551569188226,0.31541990662983854,0.6294767419229593,0.004105799878014049
27,9,39,0.245315363732897,0.35333762576520655,0.38873336693933846,0.012613643562558074
27,9,40,0.12081096792876765,0.323955410189081,0.5017380459237297,0.053495575958421665
27,9,41,0.09297326645945408,0.1753397313444446,0.6927613400746175,0.03892566212148368
27,9,42,0.13558972335567415,0.14197011580645155,0.5855115195706515,0.13692864126722284
27,9,43,0.25546270655731834,0.2672019309401203,0.39209056524164093,0.08524479726092042
27,9,44,0.05729881452244761,0.23933541756932386,0.6502641952004835,0.05310157270774497
27,9,45,0.02234231634018974,0.3881832761149446,0.574376544545003,0.015097862999862533
27,9,46,0.09162615424893973,0.3552394000668563,0.4670514719855128,0.08608297369869113
27,9,47,0.14139278402583155,0.17427514269846123,0.5821371096766843,0.10219496359902301
27,9,48,0.13485397799460475,0.23633723245180163,0.5278670072265763,0.10094178232701737
27,9,49,0.14188208726640106,0.20545960825007661,0.625060059503495,0.027598244980027404
27,9,50,0.20476939962777663,0.23117469808161845,0.42479513854792667,0.13926076374267823
27,9,51,0.21140403562785742,0.24094592075147406,0.46864755972536043,0.07900248389530819
27,9,52,0.16209758048085537,0.2686745123097363,0.5411473054639188,0.028080601745489486
27,9,53,0.05077676773105772,0.25429931938255596,0.6569471525469018,0.03797676033948449
27,9,54,0.07917692786415896,0.10702555414265877,0.7970038621302704,0.016793655862911896
27,9,55,0.1538955024686454,0.30224835784279125,0.47081267377626546,0.07304346591229788
27,9,56,0.1346310138900967,0.3518536371237293,0.46136332080440584,0.052152028181768034
27,9,57,0.08929679192891873,0.3109226495740914,0.5162582950955665,0.08352226340142334
27,9,58,0.14158081452106291,0.3188614535294428,0.47196088293570315,0.0675968490137913
27,9,59,0.13991702804630288,0.25836182566472876,0.555911779783303,0.04580936650566533
27,9,60,0.13553810677430028,0.34649573613502493,0.4220392570008715,0.09592690008980312
27,9,61,0.2014325770414206,0.24609555066570948,0.3614632274808934,0.19100864481197644
27,9,62,0.1643668730553634,0.16639985024957124,0.5444222444325425,0.1248110322625229
27,9,63,0.19632417259394586,0.2827997873613476,0.3389487129737696,0.18192732707093703
27,9,64,0.12391528372567524,0.28639062806879234,0.5111960070101071,0.07849808119542519
27,9,65,0.2172866274372472,0.2621854564495677,0.39619313251256744,0.1243347836006175
27,9,66,0.07034375968414981,0.21328933542111994,0.669724441513791,0.046642463380939254
27,9,67,0.13576841345951804,0.2853847807243124,0.43657577905481776,0.1422710267613518
27,9,68,0.23893521875941137,0.25713327401875247,0.29299943414060353,0.2109320730812327
27,9,69,0.1524467732861524,0.22329476187227495,0.46563365115248256,0.15862481368909007
27,9,70,0.24535525982424292,0.27662016841421005,0.4009295265956418,0.07709504516590515
27,9,71,0.18476499831234902,0.19365980225017937,0.4366223678388042,0.18495283159866718
27,9,72,0.10095228864201154,0.29457330859132314,0.5212716539550974,0.08320274881156786
27,9,73,0.09371745999314994,0.3415165102349683,0.49134757402468376,0.07341845574719791
27,9,74,0.0894658157901636,0.23627017456764277,0.5810806319810001,0.09318337766119338
27,9,75,0.18935620631243447,0.19277568993870633,0.46123047766643455,0.1566376260824244
27,9,76,0.17357036522196312,0.2511578596580389,0.5622330793874922,0.01303869573250554
27,9,77,0.06936790670701125,0.28167352898381853,0.58039119933718,0.06856736497199027
27,9,78,0.21210068683569214,0.35988424666721125,0.39794439131783077,0.03007067517926568
27,9,79,0.08737356645009503,0.20646617774226075,0.6069001209685394,0.09926013483910488
27,9,80,0.0948248702353105,0.18083318772925056,0.6549170801192808,0.06942486191615815
