season,final_week,sample_id,Monique Coleman,Joey Lawrence,Mario Lopez,Emmitt Smith
3,10,0,0.025616042967200808,0.3251065017188988,0.01623166635580078,0.6330457889580995
3,10,1,0.029594988337925322,0.1997679587226345,0.005088047891092553,0.7655490050483477
3,10,2,0.14624205770333712,0.5442144495478907,0.07973655334256782,0.22980693940620456
3,10,3,0.11911803147051367,0.19110895730822555,0.18306295536583547,0.5067100558554254
3,10,4,0.1119319423518093,0.4522685567571148,0.07107833242100335,0.3647211684700725
3,10,5,0.2332597754815208,0.41848352825417906,0.08484190192758043,0.26341479433671977
3,10,6,0.0155095914729806,0.343233864573284,0.2640482601041588,0.3772082838495767
3,10,7,0.07708022484418667,0.18018771731357228,0.2615268408362411,0.48120521700599983
3,10,8,0.24937560191029745,0.4926693756592869,0.12017740796191152,0.13777761446850417
3,10,9,0.02071417504666016,0.4778919954410632,0.20199889731101378,0.299394932201263
3,10,10,0.13848273156185334,0.3388303197954465,0.16702108627593598,0.3556658623667643
3,10,11,0.02881006174633256,0.032489640041313876,0.07706750642363644,0.8616327917887171
3,10,12,0.27823699483663183,0.34119343750503667,0.10919493796926703,0.2713746296890644
3,10,13,0.13613856039288325,0.16132553892552726,0.2686454811412542,0.4338904195403353
3,10,14,0.07769539597518163,0.07841448479191451,0.0886906244170244,0.7551994948158794
3,10,15,0.2586166620592825,0.4476264972941666,0.012652237555531083,0.2811046030910197
3,10,16,0.030547137746406883,0.3086697590647581,0.24314564211619813,0.4176374610726369
3,10,17,0.18481626083049651,0.3800464946010673,0.022388096292714287,0.4127491482757219
3,10,18,0.1212279561589217,0.3642549525664592,0.07499013054507643,0.4395269607295426
3,10,19,0.0005366838404819389,0.07303007583563692,0.27468766384115056,0.6517455764827306
3,10,20,0.21191649207661142,0.22531025900949586,0.24605599690781885,0.31671725200607387
3,10,21,0.10966317485732704,0.5583177811189984,0.06886211072115081,0.26315693330252365
3,10,22,0.40735288377945783,0.49942799032965296,0.03951833394625839,0.05370079194463076
3,10,23,0.06966845743175874,0.46594242552856335,0.10919745653037423,0.3551916605093036
3,10,24,0.10809490624381776,0.13639317859576258,0.26973599159513617,0.4857759235652834
3,10,25,0.3255016449642518,0.34850204294230047,0.1130253190406709,0.21297099305277686
3,10,26,0.0005874460469774675,0.026960461094922637,0.22650556067664,0.7459465321814598
3,10,27,0.3910444630693345,0.47023801449182057,0.020969063088559114,0.11774845935028583
3,10,28,0.22946363888579313,0.4172153611205844,0.16668055995471256,0.18664044003890992
3,10,29,0.1471736505475459,0.43464853796976494,0.2039260672789682,0.21425174420372092
3,10,30,0.15199746746090562,0.4270188728877881,0.004230718829642012,0.4167529408216642
3,10,31,0.2724272131292553,0.36925733431671276,0.027202755771401906,0.33111269678263006
3,10,32,0.12386953493399769,0.3499768988025339,0.0012289393590414796,0.5249246269044269
3,10,33,0.006356902690433914,0.02472618986882968,0.13925715185793086,0.8296597555828055
3,10,34,0.14723295306842346,0.21210482898454747,0.06274375209144513,0.5779184658555838
3,10,35,0.0002827369936512258,0.05115297785778996,0.09793805884054481,0.8506262263080141
3,10,36,0.03875704710167147,0.04867157397332402,0.10609735846964044,0.8064740204553641
3,10,37,0.07229987833507735,0.22774792587523404,0.15093646898419724,0.5490157268054914
3,10,38,0.16558624909293132,0.24298510791164304,0.19803313785280358,0.393395505142622
3,10,39,0.008167481978253878,0.027102465513417606,0.11411127542818668,0.8506187770801419
3,10,40,0.02383270189579671,0.37160493443608955,0.027400578988200665,0.5771617846799131
3,10,41,0.33140656664633134,0.45864429681934377,0.05839696410692251,0.15155217242740263
3,10,42,0.32637847720244956,0.5036081525879469,0.04190566307324306,0.12810770713636047
3,10,43,0.33806234955197223,0.37939921260801795,0.12755833868635114,0.15498009915365857
3,10,44,0.19913083388808908,0.2501913120706282,0.23215859894375246,0.3185192550975302
3,10,45,0.0009780704996810924,0.1506015875088881,0.07658994340628285,0.771830398585148
3,10,46,0.4485194448947954,0.5049681875192525,0.022288746108664933,0.02422362147728707
3,10,47,0.02168600389891382,0.25916117247903325,0.2426682713811259,0.47648455224092695
3,10,48,0.12630190281041273,0.5374125585514529,0.12331459260496434,0.2129709460331701
3,10,49,0.013894092561806315,0.4060602436980837,0.25031137593869035,0.3297342878014198
3,10,50,0.18169131491676924,0.4828303152428475,0.003845169957985442,0.3316331998823978
3,10,51,0.10601427722105052,0.36461170069849697,0.14490394548232977,0.3844700765981228
3,10,52,0.02429338081480537,0.03533473031100319,0.0008284632161303981,0.9395434256580609
3,10,53,0.01646169499333411,0.42155818269242185,0.252273881204472,0.3097062411097721
3,10,54,0.1707474104411044,0.421283311633848,0.023306727527327476,0.38466255039772
3,10,55,0.0023079260666013807,0.3633350755866328,0.004284504121182045,0.6300724942255838
3,10,56,0.006952902441369015,0.5084566901588002,0.1945298599370821,0.2900605474627485
3,10,57,0.37312205759875,0.4946006432549372,0.06036496837053392,0.07191233077577877
3,10,58,0.02755473028034957,0.35357655079973793,0.20787443173278955,0.41099428718712294
3,10,59,0.22015513148998567,0.3054880109407612,0.183542387526148,0.2908144700431051
3,10,60,0.001852317385515581,0.13845818600498144,0.013738389229083764,0.8459511073804192
3,10,61,0.3610240639717561,0.4928829018339714,0.024558320616375518,0.121534713577897
3,10,62,0.03023781842564982,0.6024729782390082,0.13520942334761524,0.23207977998772672
3,10,63,0.2978896543546794,0.4726109717351103,0.043202200212884116,0.18629717369732612
3,10,64,0.19409317127736833,0.24816278248375903,0.26247321920888583,0.2952708270299868
3,10,65,0.0682618177886959,0.26063840965626994,0.2617678170647344,0.40933195549029966
3,10,66,0.031957375809496036,0.33413629213566154,0.06256792033017652,0.571338411724666
3,10,67,0.17381841284115393,0.4829665205924878,0.051590439435171,0.29162462713118725
3,10,68,0.16130624225026027,0.35654368022232696,0.16356834173634924,0.31858173579106347
3,10,69,0.10415699198810684,0.2354073040459312,0.16592521883443426,0.4945104851315278
3,10,70,0.028780155140229736,0.12820058726566474,0.019246255721459736,0.8237730018726458
3,10,71,0.03548346479602569,0.06425572710613235,0.10411578813915504,0.7961450199586869
3,10,72,0.004694430708882781,0.49450219202735446,0.0461871038690135,0.4546162733947493
3,10,73,0.10968110610640808,0.21879029817335416,0.3127504928444935,0.3587781028757443
3,10,74,0.13192758193599055,0.21841780756537796,0.1319942468805359,0.5176603636180956
3,10,75,0.16289384761136771,0.17847426119048146,0.004589008968652528,0.6540428822294984
3,10,76,0.1976657468947487,0.5244744224934563,0.04092435813540509,0.23693547247639
3,10,77,0.0873749237984835,0.1734751860079024,0.18487415289804549,0.5542757372955686
3,10,78,0.01186488794849964,0.16524447000003686,0.2910490297163946,0.531841612335069
3,10,79,0.10745425247044058,0.37137154732588634,0.22049780107940967,0.3006763991242634
3,10,80,0.06669111993351318,0.3238669611633486,0.07654762205779761,0.5328942968453407
3,10,81,0.041865027231302865,0.1567409200928672,0.2351973624504751,0.5661966902253547
3,10,82,0.1934649713980717,0.2680524317049684,0.005300884598791161,0.5331817122981688
3,10,83,0.11268302194107892,0.1330346321605042,0.27219605797562213,0.4820862879227946
3,10,84,0.0001912328795235423,0.35304602343553954,0.20469501641477655,0.4420677272701605
3,10,85,0.16344840068711913,0.42902550695174924,0.13371352532889166,0.27381256703223983
3,10,86,0.002516225597940999,0.10064872043409825,0.21445433662912747,0.6823807173388332
3,10,87,0.0827630077451255,0.49898765333144857,0.05413803792058714,0.3641113010028387
3,10,88,0.07615038422036899,0.1995481174542587,0.0018758888415457405,0.7224256094838266
3,10,89,0.10118057132476371,0.10283591498065481,0.34887534704779594,0.4471081666467855
3,10,90,0.15073456247918102,0.44003611509800084,0.11773936860123625,0.291489953821582
3,10,91,0.08109232013538457,0.1930122109462058,0.17822531399169653,0.547670154926713
3,10,92,0.13707253890442203,0.15373813822808907,0.25234393524249715,0.4568453876249918
3,10,93,0.04404672472699345,0.2897447765057188,0.18871235491090912,0.4774961438563786
3,10,94,0.04630223760816197,0.11310581937193369,0.418291578315765,0.4223003647041394
3,10,95,0.16515228766028342,0.18511988422215295,0.06325894653456729,0.5864688815829964
3,10,96,0.1586860817163356,0.26182224030048484,0.05781509279227079,0.5216765851909088
3,10,97,0.07798407438666147,0.15595004289378303,0.19396439866480442,0.572101484054751
3,10,98,0.2303942062627501,0.41738753367410597,0.056340757697266104,0.29587750236587773
3,10,99,0.12854890999053434,0.13644736791099718,0.29157022288653717,0.44343349921193137
3,10,100,0.024185744798909694,0.05365234122150543,0.29299149271329816,0.6291704212662866
3,10,101,0.00210584042572266,0.027149406082003544,0.41762764293448273,0.5531171105577911
3,10,102,0.06901583145425395,0.5083359737338035,0.10636295799795495,0.3162852368139876
3,10,103,0.25284684689573544,0.37908246388601924,0.044873275957045225,0.3231974132612002
3,10,104,0.22237247566931445,0.3786941250473417,0.14516933338431903,0.2537640658990248
3,10,105,0.4313120724159028,0.46809078269875964,0.04253187467080471,0.058065270214532734
3,10,106,0.049603486151151926,0.13738050690231382,0.20510501261278746,0.6079109943337467
3,10,107,0.00784255401303491,0.45912426537912643,0.04831873700124261,0.48471444360659605
3,10,108,0.10596185715841955,0.2787084954775909,0.0017734514207865836,0.613556195943203
3,10,109,0.0003323587675892234,0.012260737286789643,0.36203983119446237,0.6253670727511588
3,10,110,0.2953765118422034,0.30395544670709856,0.19391464054690588,0.20675340090379227
3,10,111,0.28738687048803274,0.28757855057251575,0.03543137386501928,0.38960320507443214
3,10,112,0.007433428637188901,0.062362589346600404,0.24309604846718139,0.6871079335490293
3,10,113,0.07339161419259893,0.4958314392035792,0.0011291264970507762,0.42964782010677105
3,10,114,0.025683908776998696,0.2917453806106406,0.07658179300352018,0.6059889176088405
3,10,115,0.03576603979379185,0.6126131200321355,0.1510115971459186,0.20060924302815386
3,10,116,0.024628646516859583,0.15083360540946872,0.07402950487032352,0.7505082432033482
3,10,117,0.07614461694218094,0.1686313783009151,0.20709108114329117,0.5481329236136128
3,10,118,0.003431940961827935,0.40369612468637645,0.2712536789930583,0.3216182553587373
3,10,119,0.08387595282256684,0.3767034655460264,0.13165390076110342,0.4077666808703033
3,10,120,0.18076624029148117,0.3407477152030926,0.053812670041067094,0.42467337446435904
3,10,121,0.05004475394727794,0.07194929723114536,0.09369951552524672,0.7843064332963299
3,10,122,0.10354585698515094,0.16766643189951935,0.022956799530309015,0.7058309115850206
3,10,123,0.3078064605553725,0.35315098580782234,0.1144374232754005,0.22460513036140473
3,10,124,0.12294842014708447,0.4169798182084711,0.1876753525377466,0.27239640910669793
3,10,125,0.00033189233804615295,0.5867131874754828,0.10883426605331291,0.30412065413315814
3,10,126,0.08063983886294361,0.10060074735605916,0.04584188694765706,0.7729175268333401
3,10,127,0.16681147076325264,0.42243163636054115,0.012789939910535689,0.3979669529656704
3,10,128,0.005740787760739088,0.009323055234266906,0.019330830060396258,0.9656053269445977
3,10,129,0.27396032156051286,0.42395441583282417,0.07913591881677047,0.2229493437898924
3,10,130,0.007887366798678706,0.2769028540446125,0.10511628853691053,0.6100934906197982
3,10,131,0.07678438773392803,0.12065331891502283,0.052839752647664676,0.7497225407033845
3,10,132,0.014440048084055555,0.07130570784855808,0.026258099227233902,0.8879961448401524
3,10,133,0.09732483451439661,0.28113556135554213,0.09003941588178428,0.5315001882482769
3,10,134,0.05739469266941811,0.14385784376303354,0.046140648537978654,0.7526068150295697
3,10,135,0.019946199557887005,0.08769561124074841,0.1417735600349444,0.75058462916642
3,10,136,0.15757750701136947,0.40892968636860966,0.020680736700774815,0.4128120699192461
3,10,137,0.04259861274167906,0.26200634299133735,0.08713957874366843,0.6082554655233152
3,10,138,0.18623040917409378,0.18721797713805588,0.09395115171846768,0.5326004619693827
3,10,139,0.030504422503887126,0.1960494165142834,0.023060207202351746,0.7503859537794776
3,10,140,0.16579378415450383,0.3374331088242765,0.032887483642329775,0.46388562337888967
3,10,141,0.052078834413392915,0.4020445110277047,0.1387422429294705,0.4071344116294319
3,10,142,0.12393526573127531,0.5162508176051934,0.032994728917068096,0.3268191877464632
3,10,143,0.10287575996849335,0.18906738253406472,0.21811367389252226,0.4899431836049197
3,10,144,0.02192674348289988,0.2499365700593395,0.31071131531302565,0.417425371144735
3,10,145,0.07849317255701267,0.14044585095517995,0.09382764443017275,0.6872333320576347
3,10,146,0.059286014273591085,0.25830084133421355,0.30860094765586077,0.37381219673633465
3,10,147,0.3016921675238094,0.39174560101451245,0.018006333377110516,0.28855589808456766
3,10,148,0.09906902703042803,0.2684364046342971,0.12563294346412743,0.5068616248711475
3,10,149,0.3303872287895291,0.43114302561120355,0.10883659280797359,0.12963315279129384
